"Notes"	"Age Groups"	"Age Groups Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2016"	"2016"	29	111854	25.927	4.814
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2017"	"2017"	30	112816	26.592	4.855
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2018"	"2018"	28	115449	24.253	4.583
	"85+ years"	"85+"	"Alabama"	"01"	"2009"	"2009"	16	74324	21.527	5.382
	"85+ years"	"85+"	"Alabama"	"01"	"2010"	"2010"	22	76243	28.855	6.152
	"85+ years"	"85+"	"Alabama"	"01"	"2013"	"2013"	21	81534	25.756	5.620
	"85+ years"	"85+"	"Alabama"	"01"	"2014"	"2014"	18	83548	21.545	5.078
	"85+ years"	"85+"	"Alabama"	"01"	"2015"	"2015"	20	85399	23.419	5.237
	"85+ years"	"85+"	"Alabama"	"01"	"2016"	"2016"	18	87376	20.601	4.856
	"85+ years"	"85+"	"Alabama"	"01"	"2017"	"2017"	22	89262	24.647	5.255
	"85+ years"	"85+"	"Alabama"	"01"	"2018"	"2018"	17	90410	18.803	4.560
	"85+ years"	"85+"	"Arizona"	"04"	"2001"	"2001"	18	70994	25.354	5.976
	"85+ years"	"85+"	"Arizona"	"04"	"2002"	"2002"	16	72605	22.037	5.509
	"85+ years"	"85+"	"Arizona"	"04"	"2004"	"2004"	17	78197	21.740	5.273
	"85+ years"	"85+"	"Arizona"	"04"	"2005"	"2005"	17	82184	20.685	5.017
	"85+ years"	"85+"	"Arizona"	"04"	"2006"	"2006"	20	86787	23.045	5.153
	"85+ years"	"85+"	"Arizona"	"04"	"2007"	"2007"	16	91210	17.542	4.385
	"85+ years"	"85+"	"Arizona"	"04"	"2008"	"2008"	19	94831	20.036	4.596
	"85+ years"	"85+"	"Arizona"	"04"	"2009"	"2009"	20	99851	20.030	4.479
	"85+ years"	"85+"	"Arizona"	"04"	"2010"	"2010"	19	104725	18.143	4.162
	"85+ years"	"85+"	"Arizona"	"04"	"2011"	"2011"	28	109111	25.662	4.850
	"85+ years"	"85+"	"Arizona"	"04"	"2012"	"2012"	25	113521	22.022	4.404
	"85+ years"	"85+"	"Arizona"	"04"	"2013"	"2013"	22	117520	18.720	3.991
	"85+ years"	"85+"	"Arizona"	"04"	"2014"	"2014"	35	122547	28.560	4.828
	"85+ years"	"85+"	"Arizona"	"04"	"2015"	"2015"	20	128653	15.546	3.476
	"85+ years"	"85+"	"Arizona"	"04"	"2016"	"2016"	25	133422	18.738	3.748
	"85+ years"	"85+"	"Arizona"	"04"	"2017"	"2017"	24	138307	17.353	3.542
	"85+ years"	"85+"	"Arizona"	"04"	"2018"	"2018"	28	142383	19.665	3.716
	"85+ years"	"85+"	"Arkansas"	"05"	"2013"	"2013"	18	54296	33.152	7.814
	"85+ years"	"85+"	"California"	"06"	"1999"	"1999"	58	413264	14.035	1.843
	"85+ years"	"85+"	"California"	"06"	"2000"	"2000"	69	428324	16.109	1.939
	"85+ years"	"85+"	"California"	"06"	"2001"	"2001"	87	437227	19.898	2.133
	"85+ years"	"85+"	"California"	"06"	"2002"	"2002"	99	446450	22.175	2.229
	"85+ years"	"85+"	"California"	"06"	"2003"	"2003"	77	461006	16.703	1.903
	"85+ years"	"85+"	"California"	"06"	"2004"	"2004"	86	471045	18.257	1.969
	"85+ years"	"85+"	"California"	"06"	"2005"	"2005"	88	493239	17.841	1.902
	"85+ years"	"85+"	"California"	"06"	"2006"	"2006"	90	513007	17.544	1.849
	"85+ years"	"85+"	"California"	"06"	"2007"	"2007"	132	537402	24.563	2.138
	"85+ years"	"85+"	"California"	"06"	"2008"	"2008"	109	560907	19.433	1.861
	"85+ years"	"85+"	"California"	"06"	"2009"	"2009"	142	584844	24.280	2.038
	"85+ years"	"85+"	"California"	"06"	"2010"	"2010"	111	606727	18.295	1.736
	"85+ years"	"85+"	"California"	"06"	"2011"	"2011"	115	627441	18.328	1.709
	"85+ years"	"85+"	"California"	"06"	"2012"	"2012"	123	646689	19.020	1.715
	"85+ years"	"85+"	"California"	"06"	"2013"	"2013"	139	662792	20.972	1.779
	"85+ years"	"85+"	"California"	"06"	"2014"	"2014"	135	681281	19.816	1.705
	"85+ years"	"85+"	"California"	"06"	"2015"	"2015"	144	701718	20.521	1.710
	"85+ years"	"85+"	"California"	"06"	"2016"	"2016"	135	717377	18.819	1.620
	"85+ years"	"85+"	"California"	"06"	"2017"	"2017"	124	728660	17.018	1.528
	"85+ years"	"85+"	"California"	"06"	"2018"	"2018"	128	740112	17.295	1.529
	"85+ years"	"85+"	"Colorado"	"08"	"2001"	"2001"	20	49534	40.376	9.028
	"85+ years"	"85+"	"Colorado"	"08"	"2009"	"2009"	17	67946	25.020	6.068
	"85+ years"	"85+"	"Colorado"	"08"	"2013"	"2013"	17	78116	21.763	5.278
	"85+ years"	"85+"	"Colorado"	"08"	"2014"	"2014"	17	80688	21.069	5.110
	"85+ years"	"85+"	"Colorado"	"08"	"2016"	"2016"	16	84910	18.843	4.711
	"85+ years"	"85+"	"Colorado"	"08"	"2018"	"2018"	18	88245	20.398	4.808
	"85+ years"	"85+"	"Connecticut"	"09"	"2003"	"2003"	16	70942	22.554	5.638
	"85+ years"	"85+"	"Connecticut"	"09"	"2009"	"2009"	24	83295	28.813	5.881
	"85+ years"	"85+"	"Connecticut"	"09"	"2010"	"2010"	21	85463	24.572	5.362
	"85+ years"	"85+"	"Connecticut"	"09"	"2011"	"2011"	22	87066	25.268	5.387
	"85+ years"	"85+"	"Connecticut"	"09"	"2013"	"2013"	17	89909	18.908	4.586
	"85+ years"	"85+"	"Connecticut"	"09"	"2015"	"2015"	18	91351	19.704	4.644
	"85+ years"	"85+"	"Connecticut"	"09"	"2016"	"2016"	17	91897	18.499	4.487
	"85+ years"	"85+"	"Connecticut"	"09"	"2017"	"2017"	16	91650	17.458	4.364
	"85+ years"	"85+"	"Florida"	"12"	"1999"	"1999"	51	322911	15.794	2.212
	"85+ years"	"85+"	"Florida"	"12"	"2000"	"2000"	68	332386	20.458	2.481
	"85+ years"	"85+"	"Florida"	"12"	"2001"	"2001"	73	335243	21.775	2.549
	"85+ years"	"85+"	"Florida"	"12"	"2002"	"2002"	67	339024	19.763	2.414
	"85+ years"	"85+"	"Florida"	"12"	"2003"	"2003"	55	346101	15.891	2.143
	"85+ years"	"85+"	"Florida"	"12"	"2004"	"2004"	74	353221	20.950	2.435
	"85+ years"	"85+"	"Florida"	"12"	"2005"	"2005"	92	364446	25.244	2.632
	"85+ years"	"85+"	"Florida"	"12"	"2006"	"2006"	95	376766	25.215	2.587
	"85+ years"	"85+"	"Florida"	"12"	"2007"	"2007"	62	390625	15.872	2.016
	"85+ years"	"85+"	"Florida"	"12"	"2008"	"2008"	82	405381	20.228	2.234
	"85+ years"	"85+"	"Florida"	"12"	"2009"	"2009"	81	422087	19.190	2.132
	"85+ years"	"85+"	"Florida"	"12"	"2010"	"2010"	67	438648	15.274	1.866
	"85+ years"	"85+"	"Florida"	"12"	"2011"	"2011"	70	455276	15.375	1.838
	"85+ years"	"85+"	"Florida"	"12"	"2012"	"2012"	96	474375	20.237	2.065
	"85+ years"	"85+"	"Florida"	"12"	"2013"	"2013"	109	491178	22.192	2.126
	"85+ years"	"85+"	"Florida"	"12"	"2014"	"2014"	98	508760	19.263	1.946
	"85+ years"	"85+"	"Florida"	"12"	"2015"	"2015"	107	526416	20.326	1.965
	"85+ years"	"85+"	"Florida"	"12"	"2016"	"2016"	79	544468	14.510	1.632
	"85+ years"	"85+"	"Florida"	"12"	"2017"	"2017"	88	560100	15.711	1.675
	"85+ years"	"85+"	"Florida"	"12"	"2018"	"2018"	89	572161	15.555	1.649
	"85+ years"	"85+"	"Georgia"	"13"	"2001"	"2001"	17	88461	19.218	4.661
	"85+ years"	"85+"	"Georgia"	"13"	"2002"	"2002"	21	89610	23.435	5.114
	"85+ years"	"85+"	"Georgia"	"13"	"2003"	"2003"	18	90757	19.833	4.675
	"85+ years"	"85+"	"Georgia"	"13"	"2005"	"2005"	21	96512	21.759	4.748
	"85+ years"	"85+"	"Georgia"	"13"	"2007"	"2007"	20	104462	19.146	4.281
	"85+ years"	"85+"	"Georgia"	"13"	"2008"	"2008"	20	108040	18.512	4.139
	"85+ years"	"85+"	"Georgia"	"13"	"2009"	"2009"	27	111401	24.237	4.664
	"85+ years"	"85+"	"Georgia"	"13"	"2010"	"2010"	19	115120	16.505	3.786
	"85+ years"	"85+"	"Georgia"	"13"	"2011"	"2011"	21	118646	17.700	3.862
	"85+ years"	"85+"	"Georgia"	"13"	"2012"	"2012"	28	123070	22.751	4.300
	"85+ years"	"85+"	"Georgia"	"13"	"2013"	"2013"	20	126453	15.816	3.537
	"85+ years"	"85+"	"Georgia"	"13"	"2014"	"2014"	22	130306	16.883	3.600
	"85+ years"	"85+"	"Georgia"	"13"	"2015"	"2015"	22	134705	16.332	3.482
	"85+ years"	"85+"	"Georgia"	"13"	"2016"	"2016"	32	138981	23.025	4.070
	"85+ years"	"85+"	"Georgia"	"13"	"2017"	"2017"	26	142963	18.187	3.567
	"85+ years"	"85+"	"Georgia"	"13"	"2018"	"2018"	24	146769	16.352	3.338
	"85+ years"	"85+"	"Illinois"	"17"	"1999"	"1999"	36	188400	19.108	3.185
	"85+ years"	"85+"	"Illinois"	"17"	"2000"	"2000"	20	192851	10.371	2.319
	"85+ years"	"85+"	"Illinois"	"17"	"2001"	"2001"	26	195123	13.325	2.613
	"85+ years"	"85+"	"Illinois"	"17"	"2002"	"2002"	29	196890	14.729	2.735
	"85+ years"	"85+"	"Illinois"	"17"	"2003"	"2003"	30	200243	14.982	2.735
	"85+ years"	"85+"	"Illinois"	"17"	"2004"	"2004"	43	203647	21.115	3.220
	"85+ years"	"85+"	"Illinois"	"17"	"2005"	"2005"	40	208046	19.227	3.040
	"85+ years"	"85+"	"Illinois"	"17"	"2006"	"2006"	43	213572	20.134	3.070
	"85+ years"	"85+"	"Illinois"	"17"	"2007"	"2007"	35	219926	15.914	2.690
	"85+ years"	"85+"	"Illinois"	"17"	"2008"	"2008"	42	225098	18.659	2.879
	"85+ years"	"85+"	"Illinois"	"17"	"2009"	"2009"	46	230810	19.930	2.938
	"85+ years"	"85+"	"Illinois"	"17"	"2010"	"2010"	47	237090	19.824	2.892
	"85+ years"	"85+"	"Illinois"	"17"	"2011"	"2011"	45	242615	18.548	2.765
	"85+ years"	"85+"	"Illinois"	"17"	"2012"	"2012"	57	248715	22.918	3.036
	"85+ years"	"85+"	"Illinois"	"17"	"2013"	"2013"	36	253097	14.224	2.371
	"85+ years"	"85+"	"Illinois"	"17"	"2014"	"2014"	47	257619	18.244	2.661
	"85+ years"	"85+"	"Illinois"	"17"	"2015"	"2015"	43	260958	16.478	2.513
	"85+ years"	"85+"	"Illinois"	"17"	"2016"	"2016"	45	264065	17.041	2.540
	"85+ years"	"85+"	"Illinois"	"17"	"2017"	"2017"	41	265207	15.460	2.414
	"85+ years"	"85+"	"Illinois"	"17"	"2018"	"2018"	32	266615	12.002	2.122
	"85+ years"	"85+"	"Indiana"	"18"	"2002"	"2002"	16	94209	16.984	4.246
	"85+ years"	"85+"	"Indiana"	"18"	"2004"	"2004"	22	97216	22.630	4.825
	"85+ years"	"85+"	"Indiana"	"18"	"2005"	"2005"	19	99691	19.059	4.372
	"85+ years"	"85+"	"Indiana"	"18"	"2006"	"2006"	36	103320	34.843	5.807
	"85+ years"	"85+"	"Indiana"	"18"	"2007"	"2007"	28	106803	26.216	4.954
	"85+ years"	"85+"	"Indiana"	"18"	"2008"	"2008"	32	109917	29.113	5.146
	"85+ years"	"85+"	"Indiana"	"18"	"2009"	"2009"	16	113118	14.145	3.536
	"85+ years"	"85+"	"Indiana"	"18"	"2011"	"2011"	17	119303	14.249	3.456
	"85+ years"	"85+"	"Indiana"	"18"	"2012"	"2012"	24	122019	19.669	4.015
	"85+ years"	"85+"	"Indiana"	"18"	"2013"	"2013"	26	124024	20.964	4.111
	"85+ years"	"85+"	"Indiana"	"18"	"2014"	"2014"	21	126312	16.625	3.628
	"85+ years"	"85+"	"Indiana"	"18"	"2015"	"2015"	24	127933	18.760	3.829
	"85+ years"	"85+"	"Indiana"	"18"	"2016"	"2016"	21	129478	16.219	3.539
	"85+ years"	"85+"	"Indiana"	"18"	"2017"	"2017"	23	129918	17.703	3.691
	"85+ years"	"85+"	"Iowa"	"19"	"2006"	"2006"	17	70685	24.050	5.833
	"85+ years"	"85+"	"Iowa"	"19"	"2009"	"2009"	22	73536	29.917	6.378
	"85+ years"	"85+"	"Iowa"	"19"	"2012"	"2012"	23	77548	29.659	6.184
	"85+ years"	"85+"	"Iowa"	"19"	"2016"	"2016"	20	79543	25.144	5.622
	"85+ years"	"85+"	"Kentucky"	"21"	"2011"	"2011"	16	71356	22.423	5.606
	"85+ years"	"85+"	"Kentucky"	"21"	"2012"	"2012"	18	73362	24.536	5.783
	"85+ years"	"85+"	"Kentucky"	"21"	"2013"	"2013"	16	74764	21.401	5.350
	"85+ years"	"85+"	"Kentucky"	"21"	"2014"	"2014"	18	76577	23.506	5.540
	"85+ years"	"85+"	"Kentucky"	"21"	"2015"	"2015"	23	78041	29.472	6.145
	"85+ years"	"85+"	"Kentucky"	"21"	"2017"	"2017"	17	80269	21.179	5.137
	"85+ years"	"85+"	"Louisiana"	"22"	"2000"	"2000"	18	58886	30.568	7.205
	"85+ years"	"85+"	"Louisiana"	"22"	"2015"	"2015"	18	76418	23.555	5.552
	"85+ years"	"85+"	"Louisiana"	"22"	"2016"	"2016"	16	78564	20.366	5.091
	"85+ years"	"85+"	"Maryland"	"24"	"2002"	"2002"	20	71113	28.124	6.289
	"85+ years"	"85+"	"Maryland"	"24"	"2003"	"2003"	21	73695	28.496	6.218
	"85+ years"	"85+"	"Maryland"	"24"	"2005"	"2005"	18	79879	22.534	5.311
	"85+ years"	"85+"	"Maryland"	"24"	"2007"	"2007"	19	87707	21.663	4.970
	"85+ years"	"85+"	"Maryland"	"24"	"2008"	"2008"	16	91354	17.514	4.379
	"85+ years"	"85+"	"Maryland"	"24"	"2009"	"2009"	25	95263	26.243	5.249
	"85+ years"	"85+"	"Maryland"	"24"	"2010"	"2010"	17	99101	17.154	4.161
	"85+ years"	"85+"	"Maryland"	"24"	"2011"	"2011"	29	102296	28.349	5.264
	"85+ years"	"85+"	"Maryland"	"24"	"2012"	"2012"	18	105461	17.068	4.023
	"85+ years"	"85+"	"Maryland"	"24"	"2013"	"2013"	24	107657	22.293	4.551
	"85+ years"	"85+"	"Maryland"	"24"	"2014"	"2014"	19	110107	17.256	3.959
	"85+ years"	"85+"	"Maryland"	"24"	"2015"	"2015"	18	112318	16.026	3.777
	"85+ years"	"85+"	"Maryland"	"24"	"2017"	"2017"	23	116377	19.763	4.121
	"85+ years"	"85+"	"Maryland"	"24"	"2018"	"2018"	25	118170	21.156	4.231
	"85+ years"	"85+"	"Massachusetts"	"25"	"1999"	"1999"	20	114657	17.443	3.900
	"85+ years"	"85+"	"Massachusetts"	"25"	"2000"	"2000"	33	117294	28.134	4.898
	"85+ years"	"85+"	"Massachusetts"	"25"	"2001"	"2001"	22	118174	18.617	3.969
	"85+ years"	"85+"	"Massachusetts"	"25"	"2002"	"2002"	25	119501	20.920	4.184
	"85+ years"	"85+"	"Massachusetts"	"25"	"2003"	"2003"	21	122792	17.102	3.732
	"85+ years"	"85+"	"Massachusetts"	"25"	"2004"	"2004"	17	124719	13.631	3.306
	"85+ years"	"85+"	"Massachusetts"	"25"	"2005"	"2005"	27	128026	21.089	4.059
	"85+ years"	"85+"	"Massachusetts"	"25"	"2006"	"2006"	35	131688	26.578	4.492
	"85+ years"	"85+"	"Massachusetts"	"25"	"2007"	"2007"	17	135740	12.524	3.038
	"85+ years"	"85+"	"Massachusetts"	"25"	"2008"	"2008"	33	139312	23.688	4.124
	"85+ years"	"85+"	"Massachusetts"	"25"	"2009"	"2009"	26	143171	18.160	3.561
	"85+ years"	"85+"	"Massachusetts"	"25"	"2010"	"2010"	33	146399	22.541	3.924
	"85+ years"	"85+"	"Massachusetts"	"25"	"2011"	"2011"	25	149514	16.721	3.344
	"85+ years"	"85+"	"Massachusetts"	"25"	"2012"	"2012"	30	153144	19.589	3.577
	"85+ years"	"85+"	"Massachusetts"	"25"	"2013"	"2013"	28	155636	17.991	3.400
	"85+ years"	"85+"	"Massachusetts"	"25"	"2014"	"2014"	31	157654	19.663	3.532
	"85+ years"	"85+"	"Massachusetts"	"25"	"2015"	"2015"	28	158568	17.658	3.337
	"85+ years"	"85+"	"Massachusetts"	"25"	"2016"	"2016"	27	159471	16.931	3.258
	"85+ years"	"85+"	"Massachusetts"	"25"	"2017"	"2017"	26	159369	16.314	3.200
	"85+ years"	"85+"	"Massachusetts"	"25"	"2018"	"2018"	26	159575	16.293	3.195
	"85+ years"	"85+"	"Michigan"	"26"	"1999"	"1999"	45	139784	32.193	4.799
	"85+ years"	"85+"	"Michigan"	"26"	"2000"	"2000"	27	143344	18.836	3.625
	"85+ years"	"85+"	"Michigan"	"26"	"2001"	"2001"	32	146316	21.870	3.866
	"85+ years"	"85+"	"Michigan"	"26"	"2002"	"2002"	19	149369	12.720	2.918
	"85+ years"	"85+"	"Michigan"	"26"	"2003"	"2003"	37	154141	24.004	3.946
	"85+ years"	"85+"	"Michigan"	"26"	"2004"	"2004"	39	157407	24.777	3.967
	"85+ years"	"85+"	"Michigan"	"26"	"2005"	"2005"	37	162030	22.835	3.754
	"85+ years"	"85+"	"Michigan"	"26"	"2006"	"2006"	35	169019	20.708	3.500
	"85+ years"	"85+"	"Michigan"	"26"	"2007"	"2007"	38	175513	21.651	3.512
	"85+ years"	"85+"	"Michigan"	"26"	"2008"	"2008"	39	180649	21.589	3.457
	"85+ years"	"85+"	"Michigan"	"26"	"2009"	"2009"	30	186726	16.066	2.933
	"85+ years"	"85+"	"Michigan"	"26"	"2010"	"2010"	49	193367	25.340	3.620
	"85+ years"	"85+"	"Michigan"	"26"	"2011"	"2011"	36	198267	18.157	3.026
	"85+ years"	"85+"	"Michigan"	"26"	"2012"	"2012"	30	203320	14.755	2.694
	"85+ years"	"85+"	"Michigan"	"26"	"2013"	"2013"	40	206868	19.336	3.057
	"85+ years"	"85+"	"Michigan"	"26"	"2014"	"2014"	44	209654	20.987	3.164
	"85+ years"	"85+"	"Michigan"	"26"	"2015"	"2015"	42	211516	19.857	3.064
	"85+ years"	"85+"	"Michigan"	"26"	"2016"	"2016"	34	213175	15.949	2.735
	"85+ years"	"85+"	"Michigan"	"26"	"2017"	"2017"	39	212925	18.316	2.933
	"85+ years"	"85+"	"Michigan"	"26"	"2018"	"2018"	36	213121	16.892	2.815
	"85+ years"	"85+"	"Minnesota"	"27"	"2012"	"2012"	16	112406	14.234	3.559
	"85+ years"	"85+"	"Minnesota"	"27"	"2013"	"2013"	21	114630	18.320	3.998
	"85+ years"	"85+"	"Minnesota"	"27"	"2014"	"2014"	17	116527	14.589	3.538
	"85+ years"	"85+"	"Minnesota"	"27"	"2015"	"2015"	32	117843	27.155	4.800
	"85+ years"	"85+"	"Minnesota"	"27"	"2016"	"2016"	28	119376	23.455	4.433
	"85+ years"	"85+"	"Minnesota"	"27"	"2017"	"2017"	22	120535	18.252	3.891
	"85+ years"	"85+"	"Minnesota"	"27"	"2018"	"2018"	25	121678	20.546	4.109
	"85+ years"	"85+"	"Missouri"	"29"	"1999"	"1999"	23	97719	23.537	4.908
	"85+ years"	"85+"	"Missouri"	"29"	"2000"	"2000"	23	99082	23.213	4.840
	"85+ years"	"85+"	"Missouri"	"29"	"2001"	"2001"	16	99144	16.138	4.035
	"85+ years"	"85+"	"Missouri"	"29"	"2002"	"2002"	20	99064	20.189	4.514
	"85+ years"	"85+"	"Missouri"	"29"	"2003"	"2003"	17	99802	17.034	4.131
	"85+ years"	"85+"	"Missouri"	"29"	"2004"	"2004"	16	100207	15.967	3.992
	"85+ years"	"85+"	"Missouri"	"29"	"2005"	"2005"	28	102108	27.422	5.182
	"85+ years"	"85+"	"Missouri"	"29"	"2006"	"2006"	28	104685	26.747	5.055
	"85+ years"	"85+"	"Missouri"	"29"	"2007"	"2007"	18	107288	16.777	3.954
	"85+ years"	"85+"	"Missouri"	"29"	"2008"	"2008"	21	109335	19.207	4.191
	"85+ years"	"85+"	"Missouri"	"29"	"2009"	"2009"	21	111614	18.815	4.106
	"85+ years"	"85+"	"Missouri"	"29"	"2011"	"2011"	17	117086	14.519	3.521
	"85+ years"	"85+"	"Missouri"	"29"	"2013"	"2013"	19	122691	15.486	3.553
	"85+ years"	"85+"	"Missouri"	"29"	"2014"	"2014"	29	125231	23.157	4.300
	"85+ years"	"85+"	"Missouri"	"29"	"2015"	"2015"	16	127140	12.585	3.146
	"85+ years"	"85+"	"Missouri"	"29"	"2016"	"2016"	23	129170	17.806	3.713
	"85+ years"	"85+"	"Missouri"	"29"	"2017"	"2017"	21	130988	16.032	3.498
	"85+ years"	"85+"	"Missouri"	"29"	"2018"	"2018"	23	132554	17.351	3.618
	"85+ years"	"85+"	"New Jersey"	"34"	"1999"	"1999"	24	132703	18.085	3.692
	"85+ years"	"85+"	"New Jersey"	"34"	"2000"	"2000"	24	136710	17.555	3.583
	"85+ years"	"85+"	"New Jersey"	"34"	"2001"	"2001"	21	138957	15.113	3.298
	"85+ years"	"85+"	"New Jersey"	"34"	"2002"	"2002"	25	141482	17.670	3.534
	"85+ years"	"85+"	"New Jersey"	"34"	"2003"	"2003"	27	145079	18.611	3.582
	"85+ years"	"85+"	"New Jersey"	"34"	"2004"	"2004"	43	146840	29.284	4.466
	"85+ years"	"85+"	"New Jersey"	"34"	"2005"	"2005"	40	151890	26.335	4.164
	"85+ years"	"85+"	"New Jersey"	"34"	"2006"	"2006"	28	158399	17.677	3.341
	"85+ years"	"85+"	"New Jersey"	"34"	"2007"	"2007"	29	163735	17.712	3.289
	"85+ years"	"85+"	"New Jersey"	"34"	"2008"	"2008"	29	168867	17.173	3.189
	"85+ years"	"85+"	"New Jersey"	"34"	"2009"	"2009"	36	175133	20.556	3.426
	"85+ years"	"85+"	"New Jersey"	"34"	"2010"	"2010"	31	181028	17.124	3.076
	"85+ years"	"85+"	"New Jersey"	"34"	"2011"	"2011"	36	185376	19.420	3.237
	"85+ years"	"85+"	"New Jersey"	"34"	"2012"	"2012"	42	190422	22.056	3.403
	"85+ years"	"85+"	"New Jersey"	"34"	"2013"	"2013"	36	193344	18.620	3.103
	"85+ years"	"85+"	"New Jersey"	"34"	"2014"	"2014"	35	196462	17.815	3.011
	"85+ years"	"85+"	"New Jersey"	"34"	"2015"	"2015"	25	199341	12.541	2.508
	"85+ years"	"85+"	"New Jersey"	"34"	"2016"	"2016"	29	202083	14.351	2.665
	"85+ years"	"85+"	"New Jersey"	"34"	"2017"	"2017"	46	202826	22.680	3.344
	"85+ years"	"85+"	"New Jersey"	"34"	"2018"	"2018"	37	203350	18.195	2.991
	"85+ years"	"85+"	"New York"	"36"	"1999"	"1999"	64	304615	21.010	2.626
	"85+ years"	"85+"	"New York"	"36"	"2000"	"2000"	67	313805	21.351	2.608
	"85+ years"	"85+"	"New York"	"36"	"2001"	"2001"	71	317724	22.346	2.652
	"85+ years"	"85+"	"New York"	"36"	"2002"	"2002"	74	321897	22.989	2.672
	"85+ years"	"85+"	"New York"	"36"	"2003"	"2003"	66	328260	20.106	2.475
	"85+ years"	"85+"	"New York"	"36"	"2004"	"2004"	71	332146	21.376	2.537
	"85+ years"	"85+"	"New York"	"36"	"2005"	"2005"	65	342699	18.967	2.353
	"85+ years"	"85+"	"New York"	"36"	"2006"	"2006"	70	352557	19.855	2.373
	"85+ years"	"85+"	"New York"	"36"	"2007"	"2007"	70	363066	19.280	2.304
	"85+ years"	"85+"	"New York"	"36"	"2008"	"2008"	72	372816	19.312	2.276
	"85+ years"	"85+"	"New York"	"36"	"2009"	"2009"	93	383345	24.260	2.516
	"85+ years"	"85+"	"New York"	"36"	"2010"	"2010"	83	394468	21.041	2.310
	"85+ years"	"85+"	"New York"	"36"	"2011"	"2011"	68	404695	16.803	2.038
	"85+ years"	"85+"	"New York"	"36"	"2012"	"2012"	89	416292	21.379	2.266
	"85+ years"	"85+"	"New York"	"36"	"2013"	"2013"	62	424675	14.599	1.854
	"85+ years"	"85+"	"New York"	"36"	"2014"	"2014"	77	433879	17.747	2.022
	"85+ years"	"85+"	"New York"	"36"	"2015"	"2015"	84	442357	18.989	2.072
	"85+ years"	"85+"	"New York"	"36"	"2016"	"2016"	91	449906	20.226	2.120
	"85+ years"	"85+"	"New York"	"36"	"2017"	"2017"	93	455000	20.440	2.119
	"85+ years"	"85+"	"New York"	"36"	"2018"	"2018"	52	458422	11.343	1.573
	"85+ years"	"85+"	"North Carolina"	"37"	"2001"	"2001"	19	107673	17.646	4.048
	"85+ years"	"85+"	"North Carolina"	"37"	"2002"	"2002"	23	109696	20.967	4.372
	"85+ years"	"85+"	"North Carolina"	"37"	"2003"	"2003"	21	112986	18.586	4.056
	"85+ years"	"85+"	"North Carolina"	"37"	"2004"	"2004"	22	115815	18.996	4.050
	"85+ years"	"85+"	"North Carolina"	"37"	"2005"	"2005"	29	119751	24.217	4.497
	"85+ years"	"85+"	"North Carolina"	"37"	"2006"	"2006"	28	126486	22.137	4.183
	"85+ years"	"85+"	"North Carolina"	"37"	"2007"	"2007"	20	132287	15.119	3.381
	"85+ years"	"85+"	"North Carolina"	"37"	"2008"	"2008"	17	137021	12.407	3.009
	"85+ years"	"85+"	"North Carolina"	"37"	"2009"	"2009"	32	143095	22.363	3.953
	"85+ years"	"85+"	"North Carolina"	"37"	"2010"	"2010"	25	149089	16.769	3.354
	"85+ years"	"85+"	"North Carolina"	"37"	"2011"	"2011"	26	153993	16.884	3.311
	"85+ years"	"85+"	"North Carolina"	"37"	"2012"	"2012"	36	159968	22.505	3.751
	"85+ years"	"85+"	"North Carolina"	"37"	"2013"	"2013"	42	164690	25.502	3.935
	"85+ years"	"85+"	"North Carolina"	"37"	"2014"	"2014"	40	169620	23.582	3.729
	"85+ years"	"85+"	"North Carolina"	"37"	"2015"	"2015"	43	173957	24.719	3.770
	"85+ years"	"85+"	"North Carolina"	"37"	"2016"	"2016"	31	177570	17.458	3.136
	"85+ years"	"85+"	"North Carolina"	"37"	"2017"	"2017"	29	181662	15.964	2.964
	"85+ years"	"85+"	"North Carolina"	"37"	"2018"	"2018"	23	185623	12.391	2.584
	"85+ years"	"85+"	"Ohio"	"39"	"1999"	"1999"	33	173807	18.987	3.305
	"85+ years"	"85+"	"Ohio"	"39"	"2000"	"2000"	29	177719	16.318	3.030
	"85+ years"	"85+"	"Ohio"	"39"	"2001"	"2001"	31	180041	17.218	3.092
	"85+ years"	"85+"	"Ohio"	"39"	"2002"	"2002"	29	182985	15.848	2.943
	"85+ years"	"85+"	"Ohio"	"39"	"2003"	"2003"	33	188040	17.549	3.055
	"85+ years"	"85+"	"Ohio"	"39"	"2004"	"2004"	30	191178	15.692	2.865
	"85+ years"	"85+"	"Ohio"	"39"	"2005"	"2005"	45	196526	22.898	3.413
	"85+ years"	"85+"	"Ohio"	"39"	"2006"	"2006"	31	204468	15.161	2.723
	"85+ years"	"85+"	"Ohio"	"39"	"2007"	"2007"	26	212260	12.249	2.402
	"85+ years"	"85+"	"Ohio"	"39"	"2008"	"2008"	82	218652	37.503	4.141
	"85+ years"	"85+"	"Ohio"	"39"	"2009"	"2009"	79	225518	35.030	3.941
	"85+ years"	"85+"	"Ohio"	"39"	"2010"	"2010"	66	232311	28.410	3.497
	"85+ years"	"85+"	"Ohio"	"39"	"2011"	"2011"	45	237578	18.941	2.824
