"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Pennsylvania"	"42"	"2018"	"2018"	"Stomach"	"21020"	1042	12800922	6.065
	"Pennsylvania"	"42"	"2018"	"2018"	"Thyroid"	"32010"	2314	12800922	16.796
	"Pennsylvania"	"42"	"2018"	"2018"	"Urinary Bladder, invasive and in situ"	"29010"	3903	12800922	21.946
	"Rhode Island"	"44"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	98	1040402	8.888
	"Rhode Island"	"44"	"1999"	"1999"	"Breast"	"26000"	844	1040402	76.059
	"Rhode Island"	"44"	"1999"	"1999"	"Cervix Uteri"	"27010"	51	540724	9.127
	"Rhode Island"	"44"	"1999"	"1999"	"Colon and Rectum"	"21041-21052"	784	1040402	67.253
	"Rhode Island"	"44"	"1999"	"1999"	"Corpus Uteri"	"27020"	163	540724	26.527
	"Rhode Island"	"44"	"1999"	"1999"	"Esophagus"	"21010"	65	1040402	5.730
	"Rhode Island"	"44"	"1999"	"1999"	"Gallbladder"	"21080"	17	1040402	1.505
	"Rhode Island"	"44"	"1999"	"1999"	"Kidney and Renal Pelvis"	"29020"	177	1040402	15.722
	"Rhode Island"	"44"	"1999"	"1999"	"Larynx"	"22020"	62	1040402	5.513
	"Rhode Island"	"44"	"1999"	"1999"	"Leukemias"	"35011-35043"	139	1040402	12.522
	"Rhode Island"	"44"	"1999"	"1999"	"Liver"	"21071"	35	1040402	3.045
	"Rhode Island"	"44"	"1999"	"1999"	"Lung and Bronchus"	"22030"	916	1040402	80.362
	"Rhode Island"	"44"	"1999"	"1999"	"Melanoma of the Skin"	"25010"	208	1040402	18.615
	"Rhode Island"	"44"	"1999"	"1999"	"Myeloma"	"34000"	63	1040402	5.432
	"Rhode Island"	"44"	"1999"	"1999"	"Non-Hodgkin Lymphoma"	"33041-33042"	240	1040402	21.472
	"Rhode Island"	"44"	"1999"	"1999"	"Oral Cavity and Pharynx"	"20010-20100"	122	1040402	11.035
	"Rhode Island"	"44"	"1999"	"1999"	"Ovary"	"27040"	93	540724	15.170
	"Rhode Island"	"44"	"1999"	"1999"	"Pancreas"	"21100"	122	1040402	10.393
	"Rhode Island"	"44"	"1999"	"1999"	"Prostate"	"28010"	873	499678	182.770
	"Rhode Island"	"44"	"1999"	"1999"	"Stomach"	"21020"	105	1040402	8.785
	"Rhode Island"	"44"	"1999"	"1999"	"Thyroid"	"32010"	96	1040402	9.118
	"Rhode Island"	"44"	"1999"	"1999"	"Urinary Bladder, invasive and in situ"	"29010"	368	1040402	31.362
	"Rhode Island"	"44"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	87	1050268	7.929
	"Rhode Island"	"44"	"2000"	"2000"	"Breast"	"26000"	854	1050268	75.811
	"Rhode Island"	"44"	"2000"	"2000"	"Cervix Uteri"	"27010"	49	545774	8.729
	"Rhode Island"	"44"	"2000"	"2000"	"Colon and Rectum"	"21041-21052"	732	1050268	62.184
	"Rhode Island"	"44"	"2000"	"2000"	"Corpus Uteri"	"27020"	174	545774	28.388
	"Rhode Island"	"44"	"2000"	"2000"	"Esophagus"	"21010"	61	1050268	5.463
	"Rhode Island"	"44"	"2000"	"2000"	"Kidney and Renal Pelvis"	"29020"	165	1050268	14.630
	"Rhode Island"	"44"	"2000"	"2000"	"Larynx"	"22020"	45	1050268	4.000
	"Rhode Island"	"44"	"2000"	"2000"	"Leukemias"	"35011-35043"	154	1050268	13.403
	"Rhode Island"	"44"	"2000"	"2000"	"Liver"	"21071"	54	1050268	4.838
	"Rhode Island"	"44"	"2000"	"2000"	"Lung and Bronchus"	"22030"	924	1050268	80.676
	"Rhode Island"	"44"	"2000"	"2000"	"Melanoma of the Skin"	"25010"	233	1050268	20.933
	"Rhode Island"	"44"	"2000"	"2000"	"Myeloma"	"34000"	58	1050268	4.812
	"Rhode Island"	"44"	"2000"	"2000"	"Non-Hodgkin Lymphoma"	"33041-33042"	215	1050268	18.617
	"Rhode Island"	"44"	"2000"	"2000"	"Oral Cavity and Pharynx"	"20010-20100"	118	1050268	10.628
	"Rhode Island"	"44"	"2000"	"2000"	"Ovary"	"27040"	89	545774	14.568
	"Rhode Island"	"44"	"2000"	"2000"	"Pancreas"	"21100"	146	1050268	12.510
	"Rhode Island"	"44"	"2000"	"2000"	"Prostate"	"28010"	941	504494	194.175
	"Rhode Island"	"44"	"2000"	"2000"	"Stomach"	"21020"	123	1050268	10.333
	"Rhode Island"	"44"	"2000"	"2000"	"Thyroid"	"32010"	99	1050268	9.185
	"Rhode Island"	"44"	"2000"	"2000"	"Urinary Bladder, invasive and in situ"	"29010"	393	1050268	33.681
	"Rhode Island"	"44"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	64	1057142	5.823
	"Rhode Island"	"44"	"2001"	"2001"	"Breast"	"26000"	833	1057142	73.239
	"Rhode Island"	"44"	"2001"	"2001"	"Cervix Uteri"	"27010"	46	548974	8.195
	"Rhode Island"	"44"	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	721	1057142	60.633
	"Rhode Island"	"44"	"2001"	"2001"	"Corpus Uteri"	"27020"	157	548974	24.979
	"Rhode Island"	"44"	"2001"	"2001"	"Esophagus"	"21010"	72	1057142	6.171
	"Rhode Island"	"44"	"2001"	"2001"	"Gallbladder"	"21080"	17	1057142	1.369
	"Rhode Island"	"44"	"2001"	"2001"	"Kidney and Renal Pelvis"	"29020"	172	1057142	15.181
	"Rhode Island"	"44"	"2001"	"2001"	"Larynx"	"22020"	51	1057142	4.560
	"Rhode Island"	"44"	"2001"	"2001"	"Leukemias"	"35011-35043"	175	1057142	15.406
	"Rhode Island"	"44"	"2001"	"2001"	"Liver"	"21071"	57	1057142	4.929
	"Rhode Island"	"44"	"2001"	"2001"	"Lung and Bronchus"	"22030"	832	1057142	71.987
	"Rhode Island"	"44"	"2001"	"2001"	"Melanoma of the Skin"	"25010"	258	1057142	22.716
	"Rhode Island"	"44"	"2001"	"2001"	"Myeloma"	"34000"	65	1057142	5.476
	"Rhode Island"	"44"	"2001"	"2001"	"Non-Hodgkin Lymphoma"	"33041-33042"	247	1057142	21.389
	"Rhode Island"	"44"	"2001"	"2001"	"Oral Cavity and Pharynx"	"20010-20100"	105	1057142	9.186
	"Rhode Island"	"44"	"2001"	"2001"	"Ovary"	"27040"	96	548974	15.028
	"Rhode Island"	"44"	"2001"	"2001"	"Pancreas"	"21100"	142	1057142	11.816
	"Rhode Island"	"44"	"2001"	"2001"	"Prostate"	"28010"	944	508168	193.785
	"Rhode Island"	"44"	"2001"	"2001"	"Stomach"	"21020"	125	1057142	10.700
	"Rhode Island"	"44"	"2001"	"2001"	"Thyroid"	"32010"	100	1057142	9.214
	"Rhode Island"	"44"	"2001"	"2001"	"Urinary Bladder, invasive and in situ"	"29010"	345	1057142	29.340
	"Rhode Island"	"44"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	83	1065995	7.451
	"Rhode Island"	"44"	"2002"	"2002"	"Breast"	"26000"	845	1065995	73.642
	"Rhode Island"	"44"	"2002"	"2002"	"Cervix Uteri"	"27010"	36	553090	6.345
	"Rhode Island"	"44"	"2002"	"2002"	"Colon and Rectum"	"21041-21052"	725	1065995	60.418
	"Rhode Island"	"44"	"2002"	"2002"	"Corpus Uteri"	"27020"	173	553090	27.242
	"Rhode Island"	"44"	"2002"	"2002"	"Esophagus"	"21010"	61	1065995	5.182
	"Rhode Island"	"44"	"2002"	"2002"	"Kidney and Renal Pelvis"	"29020"	191	1065995	16.696
	"Rhode Island"	"44"	"2002"	"2002"	"Larynx"	"22020"	45	1065995	3.795
	"Rhode Island"	"44"	"2002"	"2002"	"Leukemias"	"35011-35043"	155	1065995	13.434
	"Rhode Island"	"44"	"2002"	"2002"	"Liver"	"21071"	55	1065995	4.725
	"Rhode Island"	"44"	"2002"	"2002"	"Lung and Bronchus"	"22030"	907	1065995	78.129
	"Rhode Island"	"44"	"2002"	"2002"	"Melanoma of the Skin"	"25010"	301	1065995	26.656
	"Rhode Island"	"44"	"2002"	"2002"	"Myeloma"	"34000"	67	1065995	5.568
	"Rhode Island"	"44"	"2002"	"2002"	"Non-Hodgkin Lymphoma"	"33041-33042"	243	1065995	20.993
	"Rhode Island"	"44"	"2002"	"2002"	"Oral Cavity and Pharynx"	"20010-20100"	111	1065995	9.744
	"Rhode Island"	"44"	"2002"	"2002"	"Ovary"	"27040"	77	553090	12.462
	"Rhode Island"	"44"	"2002"	"2002"	"Pancreas"	"21100"	136	1065995	11.415
	"Rhode Island"	"44"	"2002"	"2002"	"Prostate"	"28010"	928	512905	187.375
	"Rhode Island"	"44"	"2002"	"2002"	"Stomach"	"21020"	102	1065995	8.317
	"Rhode Island"	"44"	"2002"	"2002"	"Thyroid"	"32010"	139	1065995	12.677
	"Rhode Island"	"44"	"2002"	"2002"	"Urinary Bladder, invasive and in situ"	"29010"	339	1065995	28.530
	"Rhode Island"	"44"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	103	1071342	8.886
	"Rhode Island"	"44"	"2003"	"2003"	"Breast"	"26000"	788	1071342	68.217
	"Rhode Island"	"44"	"2003"	"2003"	"Cervix Uteri"	"27010"	38	555590	6.706
	"Rhode Island"	"44"	"2003"	"2003"	"Colon and Rectum"	"21041-21052"	639	1071342	52.974
	"Rhode Island"	"44"	"2003"	"2003"	"Corpus Uteri"	"27020"	178	555590	27.797
	"Rhode Island"	"44"	"2003"	"2003"	"Esophagus"	"21010"	75	1071342	6.382
	"Rhode Island"	"44"	"2003"	"2003"	"Gallbladder"	"21080"	25	1071342	2.096
	"Rhode Island"	"44"	"2003"	"2003"	"Kidney and Renal Pelvis"	"29020"	167	1071342	14.242
	"Rhode Island"	"44"	"2003"	"2003"	"Larynx"	"22020"	62	1071342	5.359
	"Rhode Island"	"44"	"2003"	"2003"	"Leukemias"	"35011-35043"	151	1071342	12.936
	"Rhode Island"	"44"	"2003"	"2003"	"Liver"	"21071"	78	1071342	6.692
	"Rhode Island"	"44"	"2003"	"2003"	"Lung and Bronchus"	"22030"	879	1071342	74.744
	"Rhode Island"	"44"	"2003"	"2003"	"Melanoma of the Skin"	"25010"	281	1071342	24.383
	"Rhode Island"	"44"	"2003"	"2003"	"Myeloma"	"34000"	71	1071342	5.954
	"Rhode Island"	"44"	"2003"	"2003"	"Non-Hodgkin Lymphoma"	"33041-33042"	261	1071342	22.179
	"Rhode Island"	"44"	"2003"	"2003"	"Oral Cavity and Pharynx"	"20010-20100"	110	1071342	9.511
	"Rhode Island"	"44"	"2003"	"2003"	"Ovary"	"27040"	86	555590	13.309
	"Rhode Island"	"44"	"2003"	"2003"	"Pancreas"	"21100"	148	1071342	12.242
	"Rhode Island"	"44"	"2003"	"2003"	"Prostate"	"28010"	777	515752	154.459
	"Rhode Island"	"44"	"2003"	"2003"	"Stomach"	"21020"	107	1071342	8.877
	"Rhode Island"	"44"	"2003"	"2003"	"Thyroid"	"32010"	119	1071342	10.850
	"Rhode Island"	"44"	"2003"	"2003"	"Urinary Bladder, invasive and in situ"	"29010"	341	1071342	28.419
	"Rhode Island"	"44"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	99	1074579	8.639
	"Rhode Island"	"44"	"2004"	"2004"	"Breast"	"26000"	858	1074579	73.360
	"Rhode Island"	"44"	"2004"	"2004"	"Cervix Uteri"	"27010"	63	556375	10.808
	"Rhode Island"	"44"	"2004"	"2004"	"Colon and Rectum"	"21041-21052"	681	1074579	56.039
	"Rhode Island"	"44"	"2004"	"2004"	"Corpus Uteri"	"27020"	173	556375	27.097
	"Rhode Island"	"44"	"2004"	"2004"	"Esophagus"	"21010"	72	1074579	6.076
	"Rhode Island"	"44"	"2004"	"2004"	"Kidney and Renal Pelvis"	"29020"	225	1074579	19.053
	"Rhode Island"	"44"	"2004"	"2004"	"Larynx"	"22020"	54	1074579	4.404
	"Rhode Island"	"44"	"2004"	"2004"	"Leukemias"	"35011-35043"	184	1074579	15.600
	"Rhode Island"	"44"	"2004"	"2004"	"Liver"	"21071"	81	1074579	6.823
	"Rhode Island"	"44"	"2004"	"2004"	"Lung and Bronchus"	"22030"	904	1074579	75.590
	"Rhode Island"	"44"	"2004"	"2004"	"Melanoma of the Skin"	"25010"	257	1074579	22.173
	"Rhode Island"	"44"	"2004"	"2004"	"Myeloma"	"34000"	71	1074579	5.811
	"Rhode Island"	"44"	"2004"	"2004"	"Non-Hodgkin Lymphoma"	"33041-33042"	224	1074579	18.706
	"Rhode Island"	"44"	"2004"	"2004"	"Oral Cavity and Pharynx"	"20010-20100"	116	1074579	9.973
	"Rhode Island"	"44"	"2004"	"2004"	"Ovary"	"27040"	79	556375	12.081
	"Rhode Island"	"44"	"2004"	"2004"	"Pancreas"	"21100"	150	1074579	12.314
	"Rhode Island"	"44"	"2004"	"2004"	"Prostate"	"28010"	801	518204	156.665
	"Rhode Island"	"44"	"2004"	"2004"	"Stomach"	"21020"	118	1074579	9.723
	"Rhode Island"	"44"	"2004"	"2004"	"Thyroid"	"32010"	131	1074579	12.065
	"Rhode Island"	"44"	"2004"	"2004"	"Urinary Bladder, invasive and in situ"	"29010"	379	1074579	31.315
	"Rhode Island"	"44"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	86	1067916	7.664
	"Rhode Island"	"44"	"2005"	"2005"	"Breast"	"26000"	799	1067916	68.481
	"Rhode Island"	"44"	"2005"	"2005"	"Cervix Uteri"	"27010"	48	552832	8.583
	"Rhode Island"	"44"	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	641	1067916	52.496
	"Rhode Island"	"44"	"2005"	"2005"	"Corpus Uteri"	"27020"	191	552832	30.444
	"Rhode Island"	"44"	"2005"	"2005"	"Esophagus"	"21010"	84	1067916	7.022
	"Rhode Island"	"44"	"2005"	"2005"	"Kidney and Renal Pelvis"	"29020"	182	1067916	15.737
	"Rhode Island"	"44"	"2005"	"2005"	"Larynx"	"22020"	57	1067916	4.896
	"Rhode Island"	"44"	"2005"	"2005"	"Leukemias"	"35011-35043"	172	1067916	14.661
	"Rhode Island"	"44"	"2005"	"2005"	"Liver"	"21071"	53	1067916	4.364
	"Rhode Island"	"44"	"2005"	"2005"	"Lung and Bronchus"	"22030"	874	1067916	74.291
	"Rhode Island"	"44"	"2005"	"2005"	"Melanoma of the Skin"	"25010"	270	1067916	23.484
	"Rhode Island"	"44"	"2005"	"2005"	"Myeloma"	"34000"	58	1067916	4.641
	"Rhode Island"	"44"	"2005"	"2005"	"Non-Hodgkin Lymphoma"	"33041-33042"	253	1067916	21.244
	"Rhode Island"	"44"	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	116	1067916	10.086
	"Rhode Island"	"44"	"2005"	"2005"	"Ovary"	"27040"	99	552832	15.017
	"Rhode Island"	"44"	"2005"	"2005"	"Pancreas"	"21100"	113	1067916	9.373
	"Rhode Island"	"44"	"2005"	"2005"	"Prostate"	"28010"	760	515084	146.467
	"Rhode Island"	"44"	"2005"	"2005"	"Stomach"	"21020"	94	1067916	7.719
	"Rhode Island"	"44"	"2005"	"2005"	"Thyroid"	"32010"	140	1067916	12.700
	"Rhode Island"	"44"	"2005"	"2005"	"Urinary Bladder, invasive and in situ"	"29010"	354	1067916	29.226
	"Rhode Island"	"44"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	81	1063096	6.957
	"Rhode Island"	"44"	"2006"	"2006"	"Breast"	"26000"	862	1063096	72.616
	"Rhode Island"	"44"	"2006"	"2006"	"Cervix Uteri"	"27010"	41	550134	7.168
	"Rhode Island"	"44"	"2006"	"2006"	"Colon and Rectum"	"21041-21052"	646	1063096	52.758
	"Rhode Island"	"44"	"2006"	"2006"	"Corpus Uteri"	"27020"	205	550134	32.165
	"Rhode Island"	"44"	"2006"	"2006"	"Esophagus"	"21010"	92	1063096	7.589
	"Rhode Island"	"44"	"2006"	"2006"	"Kidney and Renal Pelvis"	"29020"	190	1063096	16.358
	"Rhode Island"	"44"	"2006"	"2006"	"Larynx"	"22020"	64	1063096	5.449
	"Rhode Island"	"44"	"2006"	"2006"	"Leukemias"	"35011-35043"	173	1063096	14.878
	"Rhode Island"	"44"	"2006"	"2006"	"Liver"	"21071"	80	1063096	6.500
	"Rhode Island"	"44"	"2006"	"2006"	"Lung and Bronchus"	"22030"	856	1063096	71.798
	"Rhode Island"	"44"	"2006"	"2006"	"Melanoma of the Skin"	"25010"	285	1063096	24.662
	"Rhode Island"	"44"	"2006"	"2006"	"Myeloma"	"34000"	67	1063096	5.667
	"Rhode Island"	"44"	"2006"	"2006"	"Non-Hodgkin Lymphoma"	"33041-33042"	258	1063096	21.811
	"Rhode Island"	"44"	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	129	1063096	11.114
	"Rhode Island"	"44"	"2006"	"2006"	"Ovary"	"27040"	87	550134	13.508
	"Rhode Island"	"44"	"2006"	"2006"	"Pancreas"	"21100"	140	1063096	11.383
	"Rhode Island"	"44"	"2006"	"2006"	"Prostate"	"28010"	827	512962	160.015
	"Rhode Island"	"44"	"2006"	"2006"	"Stomach"	"21020"	86	1063096	6.925
	"Rhode Island"	"44"	"2006"	"2006"	"Thyroid"	"32010"	175	1063096	15.576
	"Rhode Island"	"44"	"2006"	"2006"	"Urinary Bladder, invasive and in situ"	"29010"	390	1063096	31.725
	"Rhode Island"	"44"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	70	1057315	6.293
	"Rhode Island"	"44"	"2007"	"2007"	"Breast"	"26000"	917	1057315	77.496
	"Rhode Island"	"44"	"2007"	"2007"	"Cervix Uteri"	"27010"	43	546859	7.198
	"Rhode Island"	"44"	"2007"	"2007"	"Colon and Rectum"	"21041-21052"	614	1057315	50.467
	"Rhode Island"	"44"	"2007"	"2007"	"Corpus Uteri"	"27020"	208	546859	32.167
	"Rhode Island"	"44"	"2007"	"2007"	"Esophagus"	"21010"	73	1057315	5.947
	"Rhode Island"	"44"	"2007"	"2007"	"Gallbladder"	"21080"	18	1057315	1.444
	"Rhode Island"	"44"	"2007"	"2007"	"Kidney and Renal Pelvis"	"29020"	219	1057315	18.273
	"Rhode Island"	"44"	"2007"	"2007"	"Larynx"	"22020"	42	1057315	3.474
	"Rhode Island"	"44"	"2007"	"2007"	"Leukemias"	"35011-35043"	163	1057315	13.602
	"Rhode Island"	"44"	"2007"	"2007"	"Liver"	"21071"	72	1057315	6.134
	"Rhode Island"	"44"	"2007"	"2007"	"Lung and Bronchus"	"22030"	937	1057315	77.771
	"Rhode Island"	"44"	"2007"	"2007"	"Melanoma of the Skin"	"25010"	233	1057315	19.860
	"Rhode Island"	"44"	"2007"	"2007"	"Myeloma"	"34000"	67	1057315	5.493
	"Rhode Island"	"44"	"2007"	"2007"	"Non-Hodgkin Lymphoma"	"33041-33042"	264	1057315	21.766
	"Rhode Island"	"44"	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	135	1057315	11.129
	"Rhode Island"	"44"	"2007"	"2007"	"Ovary"	"27040"	83	546859	12.753
	"Rhode Island"	"44"	"2007"	"2007"	"Pancreas"	"21100"	133	1057315	10.855
	"Rhode Island"	"44"	"2007"	"2007"	"Prostate"	"28010"	919	510456	175.670
	"Rhode Island"	"44"	"2007"	"2007"	"Stomach"	"21020"	93	1057315	7.610
	"Rhode Island"	"44"	"2007"	"2007"	"Thyroid"	"32010"	210	1057315	19.237
	"Rhode Island"	"44"	"2007"	"2007"	"Urinary Bladder, invasive and in situ"	"29010"	350	1057315	28.685
	"Rhode Island"	"44"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	80	1055003	7.056
	"Rhode Island"	"44"	"2008"	"2008"	"Breast"	"26000"	904	1055003	75.693
	"Rhode Island"	"44"	"2008"	"2008"	"Cervix Uteri"	"27010"	41	545412	7.146
	"Rhode Island"	"44"	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	555	1055003	44.338
	"Rhode Island"	"44"	"2008"	"2008"	"Corpus Uteri"	"27020"	192	545412	29.277
	"Rhode Island"	"44"	"2008"	"2008"	"Esophagus"	"21010"	77	1055003	6.235
	"Rhode Island"	"44"	"2008"	"2008"	"Gallbladder"	"21080"	18	1055003	1.511
	"Rhode Island"	"44"	"2008"	"2008"	"Kidney and Renal Pelvis"	"29020"	214	1055003	18.001
	"Rhode Island"	"44"	"2008"	"2008"	"Larynx"	"22020"	64	1055003	5.369
	"Rhode Island"	"44"	"2008"	"2008"	"Leukemias"	"35011-35043"	178	1055003	14.378
	"Rhode Island"	"44"	"2008"	"2008"	"Liver"	"21071"	81	1055003	6.758
	"Rhode Island"	"44"	"2008"	"2008"	"Lung and Bronchus"	"22030"	942	1055003	77.232
	"Rhode Island"	"44"	"2008"	"2008"	"Melanoma of the Skin"	"25010"	255	1055003	21.193
	"Rhode Island"	"44"	"2008"	"2008"	"Myeloma"	"34000"	63	1055003	5.215
	"Rhode Island"	"44"	"2008"	"2008"	"Non-Hodgkin Lymphoma"	"33041-33042"	251	1055003	21.169
	"Rhode Island"	"44"	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	130	1055003	10.890
	"Rhode Island"	"44"	"2008"	"2008"	"Ovary"	"27040"	58	545412	8.093
	"Rhode Island"	"44"	"2008"	"2008"	"Pancreas"	"21100"	143	1055003	11.427
	"Rhode Island"	"44"	"2008"	"2008"	"Prostate"	"28010"	943	509591	170.902
	"Rhode Island"	"44"	"2008"	"2008"	"Stomach"	"21020"	90	1055003	7.155
	"Rhode Island"	"44"	"2008"	"2008"	"Thyroid"	"32010"	211	1055003	19.257
	"Rhode Island"	"44"	"2008"	"2008"	"Urinary Bladder, invasive and in situ"	"29010"	384	1055003	31.291
	"Rhode Island"	"44"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	60	1053646	5.108
	"Rhode Island"	"44"	"2009"	"2009"	"Breast"	"26000"	914	1053646	75.467
	"Rhode Island"	"44"	"2009"	"2009"	"Cervix Uteri"	"27010"	36	544764	6.496
	"Rhode Island"	"44"	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	536	1053646	42.785
	"Rhode Island"	"44"	"2009"	"2009"	"Corpus Uteri"	"27020"	170	544764	24.927
	"Rhode Island"	"44"	"2009"	"2009"	"Esophagus"	"21010"	78	1053646	6.251
	"Rhode Island"	"44"	"2009"	"2009"	"Gallbladder"	"21080"	23	1053646	1.795
	"Rhode Island"	"44"	"2009"	"2009"	"Kidney and Renal Pelvis"	"29020"	210	1053646	17.280
	"Rhode Island"	"44"	"2009"	"2009"	"Larynx"	"22020"	62	1053646	5.176
	"Rhode Island"	"44"	"2009"	"2009"	"Leukemias"	"35011-35043"	160	1053646	13.469
	"Rhode Island"	"44"	"2009"	"2009"	"Liver"	"21071"	90	1053646	7.186
	"Rhode Island"	"44"	"2009"	"2009"	"Lung and Bronchus"	"22030"	922	1053646	75.761
	"Rhode Island"	"44"	"2009"	"2009"	"Melanoma of the Skin"	"25010"	248	1053646	20.482
	"Rhode Island"	"44"	"2009"	"2009"	"Myeloma"	"34000"	71	1053646	5.737
	"Rhode Island"	"44"	"2009"	"2009"	"Non-Hodgkin Lymphoma"	"33041-33042"	224	1053646	18.813
	"Rhode Island"	"44"	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	135	1053646	11.099
	"Rhode Island"	"44"	"2009"	"2009"	"Ovary"	"27040"	78	544764	12.224
	"Rhode Island"	"44"	"2009"	"2009"	"Pancreas"	"21100"	170	1053646	13.672
	"Rhode Island"	"44"	"2009"	"2009"	"Prostate"	"28010"	833	508882	148.507
	"Rhode Island"	"44"	"2009"	"2009"	"Stomach"	"21020"	86	1053646	6.667
	"Rhode Island"	"44"	"2009"	"2009"	"Thyroid"	"32010"	246	1053646	22.743
	"Rhode Island"	"44"	"2009"	"2009"	"Urinary Bladder, invasive and in situ"	"29010"	388	1053646	31.240
	"Rhode Island"	"44"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	82	1053959	6.799
	"Rhode Island"	"44"	"2010"	"2010"	"Breast"	"26000"	783	1053959	64.237
	"Rhode Island"	"44"	"2010"	"2010"	"Cervix Uteri"	"27010"	35	544685	6.101
	"Rhode Island"	"44"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	537	1053959	43.138
	"Rhode Island"	"44"	"2010"	"2010"	"Corpus Uteri"	"27020"	205	544685	29.482
	"Rhode Island"	"44"	"2010"	"2010"	"Esophagus"	"21010"	70	1053959	5.525
	"Rhode Island"	"44"	"2010"	"2010"	"Gallbladder"	"21080"	16	1053959	1.259
	"Rhode Island"	"44"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	198	1053959	16.628
	"Rhode Island"	"44"	"2010"	"2010"	"Larynx"	"22020"	60	1053959	4.830
	"Rhode Island"	"44"	"2010"	"2010"	"Leukemias"	"35011-35043"	188	1053959	15.447
	"Rhode Island"	"44"	"2010"	"2010"	"Liver"	"21071"	75	1053959	5.813
	"Rhode Island"	"44"	"2010"	"2010"	"Lung and Bronchus"	"22030"	854	1053959	69.151
	"Rhode Island"	"44"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	281	1053959	23.515
	"Rhode Island"	"44"	"2010"	"2010"	"Myeloma"	"34000"	83	1053959	6.823
	"Rhode Island"	"44"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	250	1053959	20.456
	"Rhode Island"	"44"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	173	1053959	13.917
	"Rhode Island"	"44"	"2010"	"2010"	"Ovary"	"27040"	59	544685	8.647
	"Rhode Island"	"44"	"2010"	"2010"	"Pancreas"	"21100"	149	1053959	11.696
	"Rhode Island"	"44"	"2010"	"2010"	"Prostate"	"28010"	739	509274	129.877
	"Rhode Island"	"44"	"2010"	"2010"	"Stomach"	"21020"	86	1053959	6.840
	"Rhode Island"	"44"	"2010"	"2010"	"Thyroid"	"32010"	211	1053959	18.803
	"Rhode Island"	"44"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	318	1053959	25.442
	"Rhode Island"	"44"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	87	1053649	7.486
	"Rhode Island"	"44"	"2011"	"2011"	"Breast"	"26000"	859	1053649	70.028
	"Rhode Island"	"44"	"2011"	"2011"	"Cervix Uteri"	"27010"	25	543979	4.649
	"Rhode Island"	"44"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	498	1053649	39.257
	"Rhode Island"	"44"	"2011"	"2011"	"Corpus Uteri"	"27020"	214	543979	30.774
	"Rhode Island"	"44"	"2011"	"2011"	"Esophagus"	"21010"	69	1053649	5.634
	"Rhode Island"	"44"	"2011"	"2011"	"Gallbladder"	"21080"	16	1053649	1.206
	"Rhode Island"	"44"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	196	1053649	16.285
	"Rhode Island"	"44"	"2011"	"2011"	"Larynx"	"22020"	62	1053649	4.831
	"Rhode Island"	"44"	"2011"	"2011"	"Leukemias"	"35011-35043"	173	1053649	14.250
	"Rhode Island"	"44"	"2011"	"2011"	"Liver"	"21071"	98	1053649	7.394
	"Rhode Island"	"44"	"2011"	"2011"	"Lung and Bronchus"	"22030"	851	1053649	67.811
	"Rhode Island"	"44"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	250	1053649	21.319
	"Rhode Island"	"44"	"2011"	"2011"	"Myeloma"	"34000"	81	1053649	6.607
	"Rhode Island"	"44"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	278	1053649	23.117
	"Rhode Island"	"44"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	128	1053649	9.928
